	UID	beer_name	rating
6817747	104	Bravo	4.02
6817818	175	Bravo	3.87
6818826	1183	Bravo	4.31
6820243	2600	Bravo	4.01
6820429	104	Bruery Terreux / Rare Barrel - Cherry Glazier	4.09
6821508	1183	Bruery Terreux / Rare Barrel - Cherry Glazier	4.16
6823111	104	Cherry Stout - Whiskey Barrel-Aged	4.0
6823381	374	Cherry Stout - Whiskey Barrel-Aged	4.35
6823402	395	Cherry Stout - Whiskey Barrel-Aged	4.35
6823618	611	Cherry Stout - Whiskey Barrel-Aged	4.08
6823908	901	Cherry Stout - Whiskey Barrel-Aged	3.56
6824045	1038	Cherry Stout - Whiskey Barrel-Aged	4.25
6825026	2019	Cherry Stout - Whiskey Barrel-Aged	3.52
6825125	2118	Cherry Stout - Whiskey Barrel-Aged	4.43
6825180	2173	Cherry Stout - Whiskey Barrel-Aged	4.51
6825236	2229	Cherry Stout - Whiskey Barrel-Aged	4.49
6825264	2257	Cherry Stout - Whiskey Barrel-Aged	4.34
6825542	2535	Cherry Stout - Whiskey Barrel-Aged	3.5
6825637	2630	Cherry Stout - Whiskey Barrel-Aged	4.65
6825793	104	Chocolate Rain - Cherry	4.21
6826571	882	Chocolate Rain - Cherry	4.21
6826872	1183	Chocolate Rain - Cherry	4.45
6827726	2037	Chocolate Rain - Cherry	4.41
6828475	104	Dead Man’s Game	4.18
6830185	1814	Dead Man’s Game	4.29
6830454	2083	Dead Man’s Game	4.36
6831157	104	Double Fist Bump	4.0
6833839	104	Double Negative	4.02
6834044	309	Double Negative	3.97
6834140	405	Double Negative	4.5
6834186	451	Double Negative	4.22
6834224	489	Double Negative	4.28
6834327	592	Double Negative	4.19
6835360	1625	Double Negative	3.97
6835425	1690	Double Negative	4.09
6835952	2217	Double Negative	4.42
6836064	2329	Double Negative	4.19
6836521	104	EC Strong Eddie Brave	3.99
6839203	104	Echo	4.0
6840282	1183	Echo	4.08
6841699	2600	Echo	3.65
6841885	104	Etain - Red Wine Barrel-Aged	4.05
6843865	2084	Etain - Red Wine Barrel-Aged	4.38
6844567	104	Few & Far	4.0
6844930	467	Few & Far	4.25
6847249	104	Flick	3.74
6847726	581	Flick	4.4
6849931	104	Foxtrot	4.0
6851010	1183	Foxtrot	4.24
6852427	2600	Foxtrot	3.72
6852613	104	Funky Boss	4.21
6855295	104	Fuzzy BBLs	4.24
6857406	2215	Fuzzy BBLs	4.5
6857977	104	Game Of Thrones: Queen Of The Seven Kingdoms	3.92
6858260	387	Game Of Thrones: Queen Of The Seven Kingdoms	3.63
6858370	497	Game Of Thrones: Queen Of The Seven Kingdoms	3.73
6858527	654	Game Of Thrones: Queen Of The Seven Kingdoms	4.13
6858802	929	Game Of Thrones: Queen Of The Seven Kingdoms	3.77
6858851	978	Game Of Thrones: Queen Of The Seven Kingdoms	3.94
6859840	1967	Game Of Thrones: Queen Of The Seven Kingdoms	4.0
6860108	2235	Game Of Thrones: Queen Of The Seven Kingdoms	3.75
6860317	2444	Game Of Thrones: Queen Of The Seven Kingdoms	3.85
6860398	2525	Game Of Thrones: Queen Of The Seven Kingdoms	3.82
6860402	2529	Game Of Thrones: Queen Of The Seven Kingdoms	4.0
6860659	104	Going Underground	4.06
6863341	104	Golden Delicious	4.05
6863489	252	Golden Delicious	4.16
6864089	852	Golden Delicious	3.9
6864139	902	Golden Delicious	3.79
6864326	1089	Golden Delicious	3.43
6864696	1459	Golden Delicious	4.63
6866023	104	Gotta Get Up To Get Down	4.0
6867386	1467	Gotta Get Up To Get Down	4.19
6867442	1523	Gotta Get Up To Get Down	3.87
6867535	1616	Gotta Get Up To Get Down	3.79
6868048	2129	Gotta Get Up To Get Down	4.96
6868379	2460	Gotta Get Up To Get Down	4.26
6868414	2495	Gotta Get Up To Get Down	3.52
6868705	104	Hop Box	3.83
6871387	104	I Need to Space	4.07
6874069	104	IStout Unchained (Wine Barrels)	4.27
6876751	104	Kulture Clash	3.98
6877116	469	Kulture Clash	3.79
6877766	1119	Kulture Clash	3.5
6879433	104	Last Slice	3.98
6880512	1183	Last Slice	3.96
6881367	2038	Last Slice	4.38
6882115	104	Map Of The Sun	4.11
6882331	320	Map Of The Sun	4.96
6882335	324	Map Of The Sun	4.58
6882488	477	Map Of The Sun	4.16
6882673	662	Map Of The Sun	4.5
6883320	1309	Map Of The Sun	4.52
6883490	1479	Map Of The Sun	4.67
6883715	1704	Map Of The Sun	3.86
6884094	2083	Map Of The Sun	4.49
6884797	104	Oude Tart Reserve	4.25
6885876	1183	Oude Tart Reserve	4.27
6886909	2216	Oude Tart Reserve	4.5
6887479	104	Peach Sour Blonde	4.18
6890161	104	Perfect Places	4.24
6892843	104	Runaway	4.0
6895525	104	Serpent's Stout	4.17
6895626	205	Serpent's Stout	4.04
6895635	214	Serpent's Stout	4.25
6895974	553	Serpent's Stout	4.24
6896585	1164	Serpent's Stout	4.05
6896721	1300	Serpent's Stout	4.15
6897358	1937	Serpent's Stout	4.2
6898038	2617	Serpent's Stout	4.36
6898207	104	Stout Rullquin	4.08
6898368	265	Stout Rullquin	4.75
6899540	1437	Stout Rullquin	4.1
6900681	2578	Stout Rullquin	4.25
6900889	104	Txapela & Klompen	4.34
6903571	104	Valise - French Oak Barrel-Aged	4.18
6906253	104	Wether	4.27
6906378	229	Wether	4.21
6908025	1876	Wether	4.09
6908365	2216	Wether	4.5
6908935	104	You Asked For It	4.15
6909275	444	You Asked For It	4.04
6911047	2216	You Asked For It	4.5
6911618	105	2 Potatoes IPA	3.85
6914300	105	Broken Spoke	4.32
6914722	527	Broken Spoke	4.65
6914857	662	Broken Spoke	3.97
6915166	971	Broken Spoke	3.94
6916511	2316	Broken Spoke	4.62
6916982	105	Bushwa	3.29
6919664	105	Double IPL	4.27
6921703	2144	Double IPL	4.18
6922346	105	Everett Porter	4.1
6922366	125	Everett Porter	4.5
6922561	320	Everett Porter	4.44
6922620	379	Everett Porter	3.75
6922763	522	Everett Porter	4.54
6922793	552	Everett Porter	4.5
6922979	738	Everett Porter	4.45
6923138	897	Everett Porter	3.88
6923310	1069	Everett Porter	4.6
6923363	1122	Everett Porter	3.97
6923409	1168	Everett Porter	4.39
6923689	1448	Everett Porter	4.21
6923828	1587	Everett Porter	4.5
6923849	1608	Everett Porter	4.52
6924152	1911	Everett Porter	4.0
6924182	1941	Everett Porter	4.5
6924201	1960	Everett Porter	4.03
6924868	2627	Everett Porter	4.5
6925028	105	Fall 2018 Coffee Stout	3.42
6925640	717	Fall 2018 Coffee Stout	3.93
6925650	727	Fall 2018 Coffee Stout	3.75
6926084	1161	Fall 2018 Coffee Stout	4.07
6926265	1342	Fall 2018 Coffee Stout	4.75
6926676	1753	Fall 2018 Coffee Stout	3.89
6927387	2464	Fall 2018 Coffee Stout	3.85
6927710	105	Flume^2	4.14
6929769	2164	Flume^2	4.17
6930082	2477	Flume^2	4.3
6930392	105	Gist	3.51
6933074	105	Hopster Pot	3.83
6933414	445	Hopster Pot	4.04
6935053	2084	Hopster Pot	3.75
6935756	105	Innuendo	3.25
6937814	2163	Innuendo	3.86
6938438	105	Iphigenia	3.23
6941120	105	Iron Bison	3.79
6943802	105	Liberty Station DidgeriDOOM!!!	3.82
6945780	2083	Liberty Station DidgeriDOOM!!!	4.04
6946484	105	Mindstorm	4.45
6946916	537	Mindstorm	4.25
6949166	105	Offset	3.93
6949526	465	Offset	4.46
6950036	975	Offset	4.19
6951848	105	Red Head Lager	3.81
6954530	105	Rise East	4.0
6957212	105	Rock the Red	3.55
6959894	105	Second Dinner	3.68
6960160	371	Second Dinner	4.09
6960204	415	Second Dinner	4.45
6960542	753	Second Dinner	4.63
6960938	1149	Second Dinner	4.75
6961146	1357	Second Dinner	4.32
6961330	1541	Second Dinner	4.41
6961952	2163	Second Dinner	4.46
6961972	2183	Second Dinner	4.39
6962038	2249	Second Dinner	4.41
6962107	2318	Second Dinner	4.49
6962576	105	Seven Caves Black IPA	3.64
6965258	105	Six Grain	4.31
6966178	1025	Six Grain	4.46
6967940	105	Sixteen Counties	3.6
6968139	304	Sixteen Counties	4.75
6968295	460	Sixteen Counties	4.19
6968406	571	Sixteen Counties	3.75
6968940	1105	Sixteen Counties	4.39
6969361	1526	Sixteen Counties	4.0
6969598	1763	Sixteen Counties	3.98
6969664	1829	Sixteen Counties	4.25
6969842	2007	Sixteen Counties	3.8
6970106	2271	Sixteen Counties	4.55
6970112	2277	Sixteen Counties	4.02
6970395	2560	Sixteen Counties	4.17
6970456	2621	Sixteen Counties	3.96
6970622	105	Skadoosh XX: Triple Pearl	3.36
6971507	990	Skadoosh XX: Triple Pearl	4.02
6973304	105	Society & Solitude #10	4.14
6973446	247	Society & Solitude #10	4.33
6973797	598	Society & Solitude #10	4.46
6973966	767	Society & Solitude #10	4.4
6974208	1009	Society & Solitude #10	4.53
6974537	1338	Society & Solitude #10	4.15
6974825	1626	Society & Solitude #10	4.34
6975826	2627	Society & Solitude #10	4.75
6975986	105	Spring Weizen	4.19
6978668	105	Sterk Wit	3.93
6979254	691	Sterk Wit	4.02
6979965	1402	Sterk Wit	4.06
6981350	105	Trillion Lights	3.72
6984032	105	Trollekelder	2.5
6986714	105	Trumer Pils	3.6
6988812	2203	Trumer Pils	2.36
6989396	105	Unit 15 Saison	4.08
6992078	105	Valor Ale	3.41
6992277	304	Valor Ale	4.06
6993127	1154	Valor Ale	4.0
6993825	1852	Valor Ale	3.58
6994760	105	Winter Saison	4.31
6997442	105	Zeia	4.08
7000125	106	#PumpkinBeer	3.13
7002807	106	(The) Luster Of 10,000 Suns	4.0
7005489	106	Apostrolox	3.88
7008171	106	Barrel-Aged Framinghammer - Coffee	3.49
7008631	566	Barrel-Aged Framinghammer - Coffee	4.39
7010853	106	Berliner Weisse with Tropical Fruit	3.4
7013535	106	Brooklyn Black Chocolate Stout	4.09
7013665	236	Brooklyn Black Chocolate Stout	4.25
7013707	278	Brooklyn Black Chocolate Stout	4.67
7013730	301	Brooklyn Black Chocolate Stout	3.81
7013765	336	Brooklyn Black Chocolate Stout	4.21
7013838	409	Brooklyn Black Chocolate Stout	4.36
7013898	469	Brooklyn Black Chocolate Stout	4.31
7014059	630	Brooklyn Black Chocolate Stout	4.23
7014218	789	Brooklyn Black Chocolate Stout	4.25
7014317	888	Brooklyn Black Chocolate Stout	4.05
7014470	1041	Brooklyn Black Chocolate Stout	4.24
7014835	1406	Brooklyn Black Chocolate Stout	3.88
7014859	1430	Brooklyn Black Chocolate Stout	4.04
7014860	1431	Brooklyn Black Chocolate Stout	3.67
7015078	1649	Brooklyn Black Chocolate Stout	5.0
7015392	1963	Brooklyn Black Chocolate Stout	4.35
7015525	2096	Brooklyn Black Chocolate Stout	4.14
7015615	2186	Brooklyn Black Chocolate Stout	4.75
7015722	2293	Brooklyn Black Chocolate Stout	3.17
7015798	2369	Brooklyn Black Chocolate Stout	4.14
7015951	2522	Brooklyn Black Chocolate Stout	4.34
7015983	2554	Brooklyn Black Chocolate Stout	5.0
7016003	2574	Brooklyn Black Chocolate Stout	4.21
7016105	2676	Brooklyn Black Chocolate Stout	4.18
7016217	106	Cloudbreak	4.4
7018124	2013	Cloudbreak	3.09
7018899	106	Cranky IPA	3.99
7019622	829	Cranky IPA	3.81
7019730	937	Cranky IPA	3.46
7020159	1366	Cranky IPA	3.71
7020949	2156	Cranky IPA	3.77
7021191	2398	Cranky IPA	3.59
7021581	106	Difference & Repetition	4.45
7022683	1208	Difference & Repetition	4.21
7023297	1822	Difference & Repetition	4.15
7024263	106	Fiesta Island Pilsner	4.16
7026945	106	Full Blip	3.63
7029627	106	Fuzzy Scrumpit	3.71
7032309	106	German Crossing Hefeweizen	3.9
7034991	106	Gold Spray Paint	4.12
7037673	106	Jewell Island	3.9
7038881	1314	Jewell Island	4.0
7040355	106	Karl Strauss Oktoberfest Beer	3.77
7041395	1146	Karl Strauss Oktoberfest Beer	3.75
7043037	106	LMNO IPA	4.34
7045719	106	Maine Island Trail Ale	3.52
7047563	1950	Maine Island Trail Ale	3.29
7048173	2560	Maine Island Trail Ale	3.74
7048258	2645	Maine Island Trail Ale	3.8
7048401	106	Missile IPA	3.7
7048678	383	Missile IPA	3.34
7049585	1290	Missile IPA	4.09
7049586	1291	Missile IPA	3.5
7049893	1598	Missile IPA	3.7
7050556	2261	Missile IPA	3.47
7051083	106	Mott The Lesser	4.1
7051288	311	Mott The Lesser	4.5
7053765	106	Night Stalker	3.61
7054189	530	Night Stalker	1.0
7054219	560	Night Stalker	3.75
7054287	628	Night Stalker	4.37
7054577	918	Night Stalker	4.18
7056447	106	Otter Creek Russian Imperial Stout	3.98
7058703	2362	Otter Creek Russian Imperial Stout	4.15
7059129	106	Pisces	3.85
7061583	2560	Pisces	3.53
7061811	106	Preserve & Protect	4.32
7061930	225	Preserve & Protect	4.5
7061959	254	Preserve & Protect	4.49
7062854	1149	Preserve & Protect	4.5
7063692	1987	Preserve & Protect	3.97
7063849	2144	Preserve & Protect	4.24
7064094	2389	Preserve & Protect	4.41
7064188	2483	Preserve & Protect	4.39
7064493	106	Rise	4.07
7065293	906	Rise	4.75
7065729	1342	Rise	4.27
7065752	1365	Rise	3.88
7066344	1957	Rise	3.85
7066544	2157	Rise	4.1
7067175	106	Roll Away IPA	3.61
7068041	972	Roll Away IPA	4.18
7069216	2147	Roll Away IPA	4.27
7069857	106	Slip Angle	3.75
7072539	106	Smokestack Black IPA	3.65
7075221	106	Snow Day	3.74
7077903	106	Society & Solitude #9	3.5
7078469	672	Society & Solitude #9	4.25
7078598	801	Society & Solitude #9	4.69
7078806	1009	Society & Solitude #9	4.35
7079111	1314	Society & Solitude #9	4.5
7079423	1626	Society & Solitude #9	4.65
7080448	2651	Society & Solitude #9	4.25
7080585	106	Sol	2.75
7080970	491	Sol	2.0
7080978	499	Sol	2.4
7081032	553	Sol	2.24
7081250	771	Sol	2.98
7081706	1227	Sol	2.83
7081709	1230	Sol	2.04
7081885	1406	Sol	2.53
7081912	1433	Sol	4.5
7082830	2351	Sol	2.84
7083267	106	Spencer Trappist Feierabendbier	3.91
7084445	1284	Spencer Trappist Feierabendbier	3.59
7085598	2437	Spencer Trappist Feierabendbier	3.79
7085949	106	Subduction IPA	3.88
7087448	1605	Subduction IPA	3.72
7088298	2455	Subduction IPA	3.99
7088631	106	Tail Whip IPA	4.09
7091313	106	Tropical Thunder Double IPA	4.15
7093995	106	Wanderer	3.77
7096677	106	Woodsman Reserve	3.71
7099360	107	Baby Faced Assassin	3.26
7102042	107	Bitter & Twisted	3.44
7102693	758	Bitter & Twisted	3.25
7103367	1432	Bitter & Twisted	3.7
7104724	107	Black Shuck	3.44
7107406	107	Blow Out	4.21
7110088	107	Decadence	4.1
7112770	107	Fuller's Bengal Lancer (Bottle-Conditioned)	3.96
7113888	1225	Fuller's Bengal Lancer (Bottle-Conditioned)	4.11
7115452	107	Fuller's ESB	3.96
7115477	132	Fuller's ESB	4.13
7115690	345	Fuller's ESB	4.52
7115802	457	Fuller's ESB	4.0
7115836	491	Fuller's ESB	3.25
7115912	567	Fuller's ESB	4.19
7116012	667	Fuller's ESB	4.03
7116093	748	Fuller's ESB	3.78
7116571	1226	Fuller's ESB	4.37
7116910	1565	Fuller's ESB	4.02
7116916	1571	Fuller's ESB	4.06
7117208	1863	Fuller's ESB	3.5
7117354	2009	Fuller's ESB	4.21
7117364	2019	Fuller's ESB	3.54
7117397	2052	Fuller's ESB	4.05
7117531	2186	Fuller's ESB	4.0
7117609	2264	Fuller's ESB	3.0
7117677	2332	Fuller's ESB	4.25
7117891	2546	Fuller's ESB	3.59
7117975	2630	Fuller's ESB	3.77
7118134	107	Fuller's London Porter	4.13
7118158	131	Fuller's London Porter	4.1
7118433	406	Fuller's London Porter	4.43
7118485	458	Fuller's London Porter	5.0
7118650	623	Fuller's London Porter	4.81
7118775	748	Fuller's London Porter	4.17
7118776	749	Fuller's London Porter	4.09
7119114	1087	Fuller's London Porter	4.74
7119207	1180	Fuller's London Porter	4.5
7119418	1391	Fuller's London Porter	4.19
7119592	1565	Fuller's London Porter	4.49
7119598	1571	Fuller's London Porter	3.93
7119655	1628	Fuller's London Porter	4.16
7119824	1797	Fuller's London Porter	4.24
7119866	1839	Fuller's London Porter	4.12
7119891	1864	Fuller's London Porter	3.13
7119992	1965	Fuller's London Porter	4.03
7120036	2009	Fuller's London Porter	4.44
7120408	2381	Fuller's London Porter	3.5
7120660	2633	Fuller's London Porter	3.0
7120708	2681	Fuller's London Porter	4.14
7120816	107	Fuller's London Pride	3.74
7121201	492	Fuller's London Pride	3.25
7121225	516	Fuller's London Pride	4.0
7121457	748	Fuller's London Pride	3.67
7121667	958	Fuller's London Pride	4.0
7121781	1072	Fuller's London Pride	3.23
7121805	1096	Fuller's London Pride	3.5
7121935	1226	Fuller's London Pride	3.89
7122153	1444	Fuller's London Pride	4.47
7122274	1565	Fuller's London Pride	4.24
7122370	1661	Fuller's London Pride	3.0
7122506	1797	Fuller's London Pride	4.0
7122719	2010	Fuller's London Pride	3.98
7122895	2186	Fuller's London Pride	4.25
7122973	2264	Fuller's London Pride	3.0
7123391	2682	Fuller's London Pride	3.23
7123498	107	Gamma Ray APA	4.31
7124298	907	Gamma Ray APA	4.3
7125871	2480	Gamma Ray APA	3.97
7126180	107	Golden Pride	4.3
7126369	296	Golden Pride	3.68
7127357	1284	Golden Pride	4.24
7127870	1797	Golden Pride	3.95
7128862	107	Halcyon	4.21
7131544	107	Humuloid	4.56
7134226	107	Lupuloid	4.31
7135026	907	Lupuloid	4.35
7135163	1044	Lupuloid	3.81
7135640	1521	Lupuloid	4.78
7135782	1663	Lupuloid	3.65
7135990	1871	Lupuloid	3.71
7136079	1960	Lupuloid	3.65
7136599	2480	Lupuloid	3.75
7136664	2545	Lupuloid	3.75
7136908	107	Mr. President	3.62
7139590	107	Old Engine Oil Black Ale	3.54
7139968	485	Old Engine Oil Black Ale	4.09
7140013	530	Old Engine Oil Black Ale	4.25
7140711	1228	Old Engine Oil Black Ale	4.19
7140874	1391	Old Engine Oil Black Ale	4.43
7140926	1443	Old Engine Oil Black Ale	4.68
7140948	1465	Old Engine Oil Black Ale	4.78
7141004	1521	Old Engine Oil Black Ale	4.43
7141685	2202	Old Engine Oil Black Ale	3.46
7142116	2633	Old Engine Oil Black Ale	4.0
7142272	107	Old Peculier	4.21
7144954	107	Old Tom	3.81
7147636	107	Original Sarah Hughes Dark Ruby Mild	3.51
7150318	107	Pale Rider	4.18
7153000	107	Proper Job	4.11
7155438	2545	Proper Job	3.71
7155682	107	Screech Owl	4.08
7158364	107	Soul Kiss	3.96
7161046	107	Southville Hop	4.31
7163728	107	St. Stefanus Blonde	3.77
7166410	107	Tripel Karmeliet	4.56
7166539	236	Tripel Karmeliet	3.5
7166557	254	Tripel Karmeliet	4.25
7166566	263	Tripel Karmeliet	3.3
7166678	375	Tripel Karmeliet	4.55
7166892	589	Tripel Karmeliet	5.0
7166969	666	Tripel Karmeliet	4.13
7166971	668	Tripel Karmeliet	4.06
7167020	717	Tripel Karmeliet	4.11
7167277	974	Tripel Karmeliet	4.23
7167425	1122	Tripel Karmeliet	3.94
7167443	1140	Tripel Karmeliet	4.14
7167550	1247	Tripel Karmeliet	3.53
7167555	1252	Tripel Karmeliet	4.4
7167756	1453	Tripel Karmeliet	4.46
7167964	1661	Tripel Karmeliet	4.65
7168052	1749	Tripel Karmeliet	4.19
7168132	1829	Tripel Karmeliet	4.29
7168371	2068	Tripel Karmeliet	4.5
7168414	2111	Tripel Karmeliet	3.99
7168447	2144	Tripel Karmeliet	4.41
7168470	2167	Tripel Karmeliet	4.29
7168490	2187	Tripel Karmeliet	4.73
7168569	2266	Tripel Karmeliet	4.34
7168624	2321	Tripel Karmeliet	4.5
7168652	2349	Tripel Karmeliet	4.62
7168728	2425	Tripel Karmeliet	4.52
7168769	2466	Tripel Karmeliet	4.23
7168836	2533	Tripel Karmeliet	4.07
7168910	2607	Tripel Karmeliet	4.38
7169092	107	Weihenstephaner Hefeweissbier Dunkel	3.9
7169100	115	Weihenstephaner Hefeweissbier Dunkel	3.78
7169425	440	Weihenstephaner Hefeweissbier Dunkel	4.94
7169492	507	Weihenstephaner Hefeweissbier Dunkel	4.0
7169731	746	Weihenstephaner Hefeweissbier Dunkel	3.0
7169970	985	Weihenstephaner Hefeweissbier Dunkel	4.48
7170131	1146	Weihenstephaner Hefeweissbier Dunkel	4.5
7170164	1179	Weihenstephaner Hefeweissbier Dunkel	4.32
7170238	1253	Weihenstephaner Hefeweissbier Dunkel	4.45
7170376	1391	Weihenstephaner Hefeweissbier Dunkel	4.36
7170485	1500	Weihenstephaner Hefeweissbier Dunkel	3.97
7170553	1568	Weihenstephaner Hefeweissbier Dunkel	4.38
7170556	1571	Weihenstephaner Hefeweissbier Dunkel	4.29
7170613	1628	Weihenstephaner Hefeweissbier Dunkel	4.25
7170734	1749	Weihenstephaner Hefeweissbier Dunkel	4.21
7170982	1997	Weihenstephaner Hefeweissbier Dunkel	3.45
7171053	2068	Weihenstephaner Hefeweissbier Dunkel	4.5
7171174	2189	Weihenstephaner Hefeweissbier Dunkel	4.0
7171480	2495	Weihenstephaner Hefeweissbier Dunkel	3.89
7171615	2630	Weihenstephaner Hefeweissbier Dunkel	3.44
7171774	107	XB	3.96
7174458	109	10W-40	4.05
7174896	547	10W-40	4.44
7175622	1273	10W-40	4.17
7176081	1732	10W-40	3.9
7176526	2177	10W-40	4.23
7176706	2357	10W-40	4.17
7177140	109	8th Anniversary Pecan Cookie Stout	4.57
7177476	445	8th Anniversary Pecan Cookie Stout	4.16
7178318	1287	8th Anniversary Pecan Cookie Stout	4.22
7178370	1339	8th Anniversary Pecan Cookie Stout	4.5
7178504	1473	8th Anniversary Pecan Cookie Stout	4.38
7178678	1647	8th Anniversary Pecan Cookie Stout	4.5
7178704	1673	8th Anniversary Pecan Cookie Stout	4.44
7178763	1732	8th Anniversary Pecan Cookie Stout	4.65
7178910	1879	8th Anniversary Pecan Cookie Stout	4.38
7179068	2037	8th Anniversary Pecan Cookie Stout	4.04
7179822	109	Apple Brandy Derivation	4.78
7180871	1158	Apple Brandy Derivation	4.5
7181867	2154	Apple Brandy Derivation	4.46
7181909	2196	Apple Brandy Derivation	4.34
7182504	109	Barrel-Aged 4Beans	4.55
7182760	365	Barrel-Aged 4Beans	4.85
7182841	446	Barrel-Aged 4Beans	4.22
7183242	847	Barrel-Aged 4Beans	4.08
7183406	1011	Barrel-Aged 4Beans	4.0
7183445	1050	Barrel-Aged 4Beans	3.75
7183892	1497	Barrel-Aged 4Beans	3.97
7183990	1595	Barrel-Aged 4Beans	4.19
7184119	1724	Barrel-Aged 4Beans	4.32
7184198	1803	Barrel-Aged 4Beans	4.16
7184685	2290	Barrel-Aged 4Beans	4.44
7184864	2469	Barrel-Aged 4Beans	4.0
7184902	2507	Barrel-Aged 4Beans	4.13
7185186	109	Barrel-aged Imperial Brown Ale	4.46
7187868	109	Black Angel	4.53
7187953	194	Black Angel	4.2
7188154	395	Black Angel	4.83
7188183	424	Black Angel	4.65
7188540	781	Black Angel	4.25
7189160	1401	Black Angel	3.79
7189204	1445	Black Angel	4.59
7189267	1508	Black Angel	4.13
7189519	1760	Black Angel	4.66
7190289	2530	Black Angel	4.22
7190550	109	Blurred Is The Word	4.52
7191410	969	Blurred Is The Word	4.5
7192173	1732	Blurred Is The Word	4.15
7193002	2561	Blurred Is The Word	4.27
7193232	109	Canvas Series: Bramble Barrel	4.43
7194778	1655	Canvas Series: Bramble Barrel	4.4
7195914	109	Civil Society / Hoof Hearted - I Seent Choo Lookin	4.16
7198596	109	Cloud Control	4.57
7198894	407	Cloud Control	4.25
7200219	1732	Cloud Control	4.13
7201048	2561	Cloud Control	4.25
7201278	109	Coffee Shop Vibes - Costa Rican - Barrel-Aged	4.73
7201679	510	Coffee Shop Vibes - Costa Rican - Barrel-Aged	4.75
7202168	999	Coffee Shop Vibes - Costa Rican - Barrel-Aged	4.32
7203365	2196	Coffee Shop Vibes - Costa Rican - Barrel-Aged	4.88
7203604	2435	Coffee Shop Vibes - Costa Rican - Barrel-Aged	4.63
7203837	2668	Coffee Shop Vibes - Costa Rican - Barrel-Aged	4.5
7203960	109	Dark Age with Mountain Air Coffee (2018)	4.08
7204297	446	Dark Age with Mountain Air Coffee (2018)	4.35
7206642	109	Exodus Porter	4.02
7207081	548	Exodus Porter	4.3
7207228	695	Exodus Porter	4.0
7207400	867	Exodus Porter	3.75
7207460	927	Exodus Porter	3.79
7208584	2051	Exodus Porter	3.68
7208629	2096	Exodus Porter	3.86
7209076	2543	Exodus Porter	4.08
7209080	2547	Exodus Porter	4.28
7209112	2579	Exodus Porter	3.73
7209324	109	Firestone 22 - Anniversary Ale	4.74
7209372	157	Firestone 22 - Anniversary Ale	3.73
7209444	229	Firestone 22 - Anniversary Ale	4.22
7209528	313	Firestone 22 - Anniversary Ale	4.51
7209540	325	Firestone 22 - Anniversary Ale	4.41
7209558	343	Firestone 22 - Anniversary Ale	3.64
7209658	443	Firestone 22 - Anniversary Ale	3.93
7209722	507	Firestone 22 - Anniversary Ale	4.62
7209880	665	Firestone 22 - Anniversary Ale	4.36
7210018	803	Firestone 22 - Anniversary Ale	4.33
7210114	899	Firestone 22 - Anniversary Ale	4.58
7210264	1049	Firestone 22 - Anniversary Ale	4.0
7210552	1337	Firestone 22 - Anniversary Ale	4.25
7210555	1340	Firestone 22 - Anniversary Ale	4.28
7210586	1371	Firestone 22 - Anniversary Ale	4.3
7210946	1731	Firestone 22 - Anniversary Ale	4.78
7211116	1901	Firestone 22 - Anniversary Ale	4.24
7211504	2289	Firestone 22 - Anniversary Ale	3.65
7211740	2525	Firestone 22 - Anniversary Ale	4.35
7212006	109	Hive Fives	4.28
7213629	1732	Hive Fives	3.79
7214688	109	Imperial Golden Nugget	4.35
7214796	217	Imperial Golden Nugget	4.75
7214936	357	Imperial Golden Nugget	3.91
7215023	444	Imperial Golden Nugget	4.02
7215540	961	Imperial Golden Nugget	4.28
7215865	1286	Imperial Golden Nugget	4.29
7216077	1498	Imperial Golden Nugget	4.15
7216306	1727	Imperial Golden Nugget	4.5
7216394	1815	Imperial Golden Nugget	4.25
7217193	2614	Imperial Golden Nugget	4.25
7217370	109	Intergalactic Warrior	4.39
7220052	109	Kentucky Brunch Brand Stout	5.0
7220088	145	Kentucky Brunch Brand Stout	4.89
7220091	148	Kentucky Brunch Brand Stout	5.0
7220130	187	Kentucky Brunch Brand Stout	4.87
7220134	191	Kentucky Brunch Brand Stout	5.0
7220154	211	Kentucky Brunch Brand Stout	4.85
7220360	417	Kentucky Brunch Brand Stout	4.81
7220438	495	Kentucky Brunch Brand Stout	4.3
7220454	511	Kentucky Brunch Brand Stout	4.85
7220460	517	Kentucky Brunch Brand Stout	4.79
7220595	652	Kentucky Brunch Brand Stout	5.0
7220942	999	Kentucky Brunch Brand Stout	4.99
7220973	1030	Kentucky Brunch Brand Stout	4.83
7221043	1100	Kentucky Brunch Brand Stout	4.93
7221244	1301	Kentucky Brunch Brand Stout	4.3
7221274	1331	Kentucky Brunch Brand Stout	5.0
7221337	1394	Kentucky Brunch Brand Stout	5.0
7221543	1600	Kentucky Brunch Brand Stout	5.0
7221799	1856	Kentucky Brunch Brand Stout	4.85
7221895	1952	Kentucky Brunch Brand Stout	5.0
7222051	2108	Kentucky Brunch Brand Stout	5.0
7222162	2219	Kentucky Brunch Brand Stout	5.0
7222187	2244	Kentucky Brunch Brand Stout	5.0
7222372	2429	Kentucky Brunch Brand Stout	5.0
7222574	2631	Kentucky Brunch Brand Stout	4.93
7222734	109	Luscious - Barrel-Aged	4.84
7224396	1771	Luscious - Barrel-Aged	4.5
7225416	109	Neapolitan Porter Barrel Aged (The Living Barrel Series)	4.54
